method,gap_ms,error_type,energy_bin,energy_low_db,energy_high_db,angular_mae_deg,angular_mae_rad,circular_error_mean,count,magnitude_fraction,magnitude_sum,magnitude_weighted_angular_mae_rad,magnitude_weighted_circular_error
temporal_self_cross_attention,500,unit,<-60,-inf,-60.0,90.05743493763683,1.571798755562337,1.0008524984064104,4232486,0.020272068461266918,41431.076128491484,1.5720616667597969,1.0011019409014152
temporal_self_cross_attention,500,unit,-60_to_-40,-60.0,-40.0,90.00501512584583,1.570883857253308,1.0001415909641516,1533195,0.12491723859110748,255299.8295027297,1.5710196324166175,1.0002441382299383
temporal_self_cross_attention,500,unit,-40_to_-20,-40.0,-20.0,89.68579638486258,1.5653124391890796,0.9962587361285845,565797,0.3654081655864388,746803.5911239237,1.5596593589682597,0.9923550200091741
temporal_self_cross_attention,500,unit,-20_to_-10,-20.0,-10.0,89.51442317404002,1.5623214124105114,0.9950134111883318,74243,0.28850725559679014,589637.2189691067,1.5657183585686463,0.9976983100861885
temporal_self_cross_attention,500,unit,-10_to_0,-10.0,inf,89.08093203644033,1.5547555647811813,0.9884572273017003,19279,0.20089527176439667,410580.07051563263,1.5546426075181918,0.9884819334539812
temporal_self_cross_attention,1000,frequency,<-60,-inf,-60.0,43.51005796259077,0.7593937691807848,0.38142815606884023,7705576,0.0195231953980393,87444.07635495233,0.7436260879962711,0.36835562148289797
temporal_self_cross_attention,1000,frequency,-60_to_-40,-60.0,-40.0,40.139054500866955,0.7005586596775775,0.33778832608739395,3576343,0.13684434018144326,612923.5858987998,0.6808669888852967,0.32481036382079725
temporal_self_cross_attention,1000,frequency,-40_to_-20,-40.0,-20.0,35.01890178255097,0.6111951365380258,0.28279316818824446,1308421,0.38756101314040636,1735879.5081596076,0.6094488898504681,0.28417425382634826
temporal_self_cross_attention,1000,frequency,-20_to_-10,-20.0,-10.0,32.01885822772256,0.5588344988030349,0.2513852755092919,175033,0.30329451847675926,1358451.2417666912,0.5347724992064563,0.23512033026249798
temporal_self_cross_attention,1000,frequency,-10_to_0,-10.0,inf,22.997304140197176,0.40137867632896435,0.15670112032307407,34627,0.15277693280335178,684285.4105057716,0.3805606430183913,0.14665968346264813
temporal_self_cross_attention,1000,temporal,<-60,-inf,-60.0,89.79373111800469,1.5671962556596706,0.9974678530138491,7688743,0.019588601604957,89812.94646193954,1.565453593337869,0.9960708099889849
temporal_self_cross_attention,1000,temporal,-60_to_-40,-60.0,-40.0,89.76179228717376,1.5666388179024338,0.9968855731852065,3744351,0.13965462780491197,640310.8227506466,1.5658083047770563,0.9962094163285234
temporal_self_cross_attention,1000,temporal,-40_to_-20,-40.0,-20.0,86.44031134715995,1.5086680394569563,0.9549845817626182,1338065,0.3816526009644666,1749861.7465785593,1.4685498778897945,0.9268405111467816
temporal_self_cross_attention,1000,temporal,-20_to_-10,-20.0,-10.0,82.08520904134201,1.4326571649592363,0.8988762832939965,168678,0.2881494871736003,1321153.7498424053,1.444491429428641,0.9080312220829583
temporal_self_cross_attention,1000,temporal,-10_to_0,-10.0,inf,89.6281962693476,1.564307127523814,1.0019566236247262,38406,0.1709546824520642,783820.3079590797,1.561014563247382,1.0021929806802774
temporal_self_cross_attention,1000,unit,<-60,-inf,-60.0,90.00607294550159,1.5709023196891934,1.0000896393654788,7824084,0.019226645177111437,87383.38168967541,1.5710987296800547,1.0001685831194587
temporal_self_cross_attention,1000,unit,-60_to_-40,-60.0,-40.0,89.9573324604231,1.5700516377455547,0.9995012088197196,3523580,0.13254427633945823,602401.8742458932,1.5690889802097516,0.9987161721344567
temporal_self_cross_attention,1000,unit,-40_to_-20,-40.0,-20.0,89.64595516417734,1.5646170787101086,0.995811791608167,1293334,0.3777525826446188,1716851.682101652,1.5606809868611589,0.993214625456859
temporal_self_cross_attention,1000,unit,-20_to_-10,-20.0,-10.0,89.22904668370822,1.5573406530464355,0.9906655816565779,169575,0.2924588632756606,1329199.3607168198,1.558116631265543,0.9911528255826926
temporal_self_cross_attention,1000,unit,-10_to_0,-10.0,inf,89.35582463916505,1.5595533457881041,0.9910186747776932,39427,0.17801763256315117,809074.208758831,1.5579455814135033,0.9894765816358864
